timestamp,bottle,species,density,measurement
20221121,b_32,Coleps_irchel,198.46372000000002,bemovi_mag_25
20221121,b_32,Debris_and_other,12.898584,bemovi_mag_25
20221121,b_32,Euplotes,1.24624,bemovi_mag_25
20221121,b_32,Loxocephallus,7.789,bemovi_mag_25
20221121,b_32,Paramecium_bursaria,48.478736000000005,bemovi_mag_25
20221121,b_32,Paramecium_caudatum,121.00990400000002,bemovi_mag_25
20221121,b_32,Stylonychia2,25.921792,bemovi_mag_25
20221125,b_12,Coleps_irchel,249.248,bemovi_mag_25
20221125,b_12,Colpidium,5.109584,bemovi_mag_25
20221125,b_12,Debris_and_other,22.868504,bemovi_mag_25
20221125,b_12,Euplotes,2.18092,bemovi_mag_25
20221125,b_12,Loxocephallus,0.560808,bemovi_mag_25
20221125,b_12,Paramecium_bursaria,128.923528,bemovi_mag_25
20221125,b_12,Paramecium_caudatum,61.128072,bemovi_mag_25
20221125,b_12,Stylonychia2,36.701768,bemovi_mag_25
20221128,b_32,Coleps_irchel,203.386368,bemovi_mag_25
20221128,b_32,Debris_and_other,18.444352000000002,bemovi_mag_25
20221128,b_32,Loxocephallus,11.340784,bemovi_mag_25
20221128,b_32,Paramecium_bursaria,97.82984,bemovi_mag_25
20221128,b_32,Paramecium_caudatum,133.9708,bemovi_mag_25
20221128,b_32,Stylonychia2,31.031375999999998,bemovi_mag_25
20221205,b_31,Coleps_irchel,349.57032,bemovi_mag_25
20221205,b_31,Colpidium,17.073488,bemovi_mag_25
20221205,b_31,Debris_and_other,22.058448,bemovi_mag_25
20221205,b_31,Loxocephallus,0.685432,bemovi_mag_25
20221205,b_31,Paramecium_bursaria,73.83972000000001,bemovi_mag_25
20221205,b_31,Paramecium_caudatum,82.002592,bemovi_mag_25
20221205,b_31,Stylonychia2,36.265584000000004,bemovi_mag_25
20221209,b_32,Coleps_irchel,264.265192,bemovi_mag_25
20221209,b_32,Colpidium,6.978944000000001,bemovi_mag_25
20221209,b_32,Debris_and_other,33.835416,bemovi_mag_25
20221209,b_32,Euplotes,4.735712,bemovi_mag_25
20221209,b_32,Loxocephallus,9.3468,bemovi_mag_25
20221209,b_32,Paramecium_bursaria,157.400112,bemovi_mag_25
20221209,b_32,Paramecium_caudatum,91.224768,bemovi_mag_25
20221209,b_32,Stylonychia2,51.594336,bemovi_mag_25
20221212,b_28,Coleps_irchel,171.04644,bemovi_mag_25
20221212,b_28,Colpidium,1.495488,bemovi_mag_25
20221212,b_28,Debris_and_other,35.081656,bemovi_mag_25
20221212,b_28,Euplotes,4.922648,bemovi_mag_25
20221212,b_28,Loxocephallus,20.812208000000002,bemovi_mag_25
20221212,b_28,Paramecium_bursaria,177.339952,bemovi_mag_25
20221212,b_28,Paramecium_caudatum,105.61884,bemovi_mag_25
20221212,b_28,Stylonychia2,32.838423999999996,bemovi_mag_25
20221212,b_31,Coleps_irchel,233.67,bemovi_mag_25
20221212,b_31,Colpidium,7.789,bemovi_mag_25
20221212,b_31,Debris_and_other,22.868504,bemovi_mag_25
20221212,b_31,Euplotes,0.560808,bemovi_mag_25
20221212,b_31,Loxocephallus,17.073488,bemovi_mag_25
20221212,b_31,Paramecium_bursaria,82.314152000000007,bemovi_mag_25
20221212,b_31,Paramecium_caudatum,69.290944,bemovi_mag_25
20221212,b_31,Stylonychia2,15.827248000000003,bemovi_mag_25
20230109,b_02,Coleps_irchel,317.16808,bemovi_mag_25
20230109,b_02,Colpidium,25.111736000000004,bemovi_mag_25
20230109,b_02,Debris_and_other,27.10572,bemovi_mag_25
20230109,b_02,Euplotes,3.4271599999999998,bemovi_mag_25
20230109,b_02,Paramecium_bursaria,96.022792,bemovi_mag_25
20230109,b_02,Paramecium_caudatum,26.108728000000003,bemovi_mag_25
20230109,b_02,Stylonychia2,5.109584,bemovi_mag_25
20230120,b_28,Coleps_irchel,336.36017599999997,bemovi_mag_25
20230120,b_28,Colpidium,0.810056,bemovi_mag_25
20230120,b_28,Debris_and_other,79.13624,bemovi_mag_25
20230120,b_28,Loxocephallus,1.495488,bemovi_mag_25
20230120,b_28,Paramecium_bursaria,149.984984,bemovi_mag_25
20230120,b_28,Paramecium_caudatum,28.414272,bemovi_mag_25
20230120,b_28,Stylonychia2,85.803624,bemovi_mag_25
20230130,b_23,Coleps_irchel,188.61842400000003,bemovi_mag_25
20230130,b_23,Colpidium,6.792008,bemovi_mag_25
20230130,b_23,Debris_and_other,6.355824,bemovi_mag_25
20230130,b_23,Euplotes,3.177912,bemovi_mag_25
20230130,b_23,Loxocephallus,7.789,bemovi_mag_25
20230130,b_23,Paramecium_bursaria,38.820375999999996,bemovi_mag_25
20230130,b_23,Paramecium_caudatum,8.349808000000001,bemovi_mag_25
20230130,b_23,Stylonychia2,1.24624,bemovi_mag_25
20230203,b_31,Coleps_irchel,104.37259999999999,bemovi_mag_25
20230203,b_31,Colpidium,49.475728000000004,bemovi_mag_25
20230203,b_31,Debris_and_other,14.892567999999999,bemovi_mag_25
