timestamp,bottle,species,density,measurement
20230403,b_02,Coleps_irchel,42.932968,bemovi_mag_25
20230403,b_02,Debris_and_other,11.901592000000003,bemovi_mag_25
20230403,b_02,Loxocephallus,2.617104,bemovi_mag_25
20230403,b_02,Paramecium_bursaria,27.791152,bemovi_mag_25
20230403,b_02,Paramecium_caudatum,268.128536,bemovi_mag_25
20230403,b_02,Stylonychia2,32.090680000000006,bemovi_mag_25
20230403,b_15,Coleps_irchel,14.269448000000002,bemovi_mag_25
20230403,b_15,Debris_and_other,19.93984,bemovi_mag_25
20230403,b_15,Loxocephallus,1.370864,bemovi_mag_25
20230403,b_15,Paramecium_bursaria,22.74388,bemovi_mag_25
20230403,b_15,Paramecium_caudatum,354.24372000000005,bemovi_mag_25
20230403,b_15,Stylonychia2,11.029224,bemovi_mag_25
20230403,b_20,Coleps_irchel,2.18092,bemovi_mag_25
20230403,b_20,Debris_and_other,8.785992,bemovi_mag_25
20230403,b_20,Loxocephallus,0.8723680000000001,bemovi_mag_25
20230403,b_20,Paramecium_bursaria,48.354112,bemovi_mag_25
20230403,b_20,Paramecium_caudatum,177.028392,bemovi_mag_25
20230403,b_20,Stylonychia2,5.795016000000001,bemovi_mag_25
20230403,b_31,Coleps_irchel,15.88956,bemovi_mag_25
20230403,b_31,Debris_and_other,16.450368,bemovi_mag_25
20230403,b_31,Paramecium_bursaria,15.26644,bemovi_mag_25
20230403,b_31,Paramecium_caudatum,192.481768,bemovi_mag_25
20230403,b_31,Stylonychia2,5.857328,bemovi_mag_25
20230405,b_02,Coleps_irchel,56.392360000000004,bemovi_mag_25
20230405,b_02,Debris_and_other,14.331760000000003,bemovi_mag_25
20230405,b_02,Euplotes,1.121616,bemovi_mag_25
20230405,b_02,Paramecium_bursaria,27.230344000000002,bemovi_mag_25
20230405,b_02,Paramecium_caudatum,287.196008,bemovi_mag_25
20230405,b_02,Stylonychia2,18.6936,bemovi_mag_25
20230405,b_15,Coleps_irchel,18.38204,bemovi_mag_25
20230405,b_15,Debris_and_other,17.1358,bemovi_mag_25
20230405,b_15,Loxocephallus,2.617104,bemovi_mag_25
20230405,b_15,Paramecium_bursaria,26.856472,bemovi_mag_25
20230405,b_15,Paramecium_caudatum,348.51101600000004,bemovi_mag_25
20230405,b_15,Stylonychia2,28.227336,bemovi_mag_25
20230405,b_20,Coleps_irchel,1.9939840000000004,bemovi_mag_25
20230405,b_20,Debris_and_other,10.9046,bemovi_mag_25
20230405,b_20,Paramecium_bursaria,15.391063999999998,bemovi_mag_25
20230405,b_20,Paramecium_caudatum,126.49336000000001,bemovi_mag_25
20230405,b_20,Stylonychia2,7.352816,bemovi_mag_25
20230405,b_31,Debris_and_other,25.298672,bemovi_mag_25
20230405,b_31,Euplotes,0.498496,bemovi_mag_25
20230405,b_31,Paramecium_bursaria,23.553936,bemovi_mag_25
20230405,b_31,Paramecium_caudatum,210.92612,bemovi_mag_25
20230405,b_31,Stylonychia2,7.664376,bemovi_mag_25
20230407,b_02,Coleps_irchel,25.360984000000002,bemovi_mag_25
20230407,b_02,Cryptomonas,0.747744,bemovi_mag_25
20230407,b_02,Debris_and_other,33.586168,bemovi_mag_25
20230407,b_02,Euplotes,4.2995280000000005,bemovi_mag_25
20230407,b_02,Loxocephallus,0.685432,bemovi_mag_25
20230407,b_02,Paramecium_bursaria,52.279768000000004,bemovi_mag_25
20230407,b_02,Paramecium_caudatum,318.352008,bemovi_mag_25
20230407,b_02,Stylonychia2,41.312856000000004,bemovi_mag_25
20230407,b_15,Coleps_irchel,8.536744,bemovi_mag_25
20230407,b_15,Cryptomonas,0.43618400000000007,bemovi_mag_25
20230407,b_15,Debris_and_other,41.873664,bemovi_mag_25
20230407,b_15,Loxocephallus,0.560808,bemovi_mag_25
20230407,b_15,Paramecium_bursaria,44.054584000000006,bemovi_mag_25
20230407,b_15,Paramecium_caudatum,396.179696,bemovi_mag_25
20230407,b_15,Stylonychia2,26.295664,bemovi_mag_25
20230407,b_20,Coleps_irchel,14.020200000000003,bemovi_mag_25
20230407,b_20,Cryptomonas,1.620112,bemovi_mag_25
20230407,b_20,Debris_and_other,26.981096,bemovi_mag_25
20230407,b_20,Loxocephallus,0.996992,bemovi_mag_25
20230407,b_20,Paramecium_bursaria,44.179208,bemovi_mag_25
20230407,b_20,Paramecium_caudatum,276.540656,bemovi_mag_25
20230407,b_20,Stylonychia2,6.667384,bemovi_mag_25
20230407,b_31,Coleps_irchel,8.349808000000001,bemovi_mag_25
20230407,b_31,Debris_and_other,19.877528,bemovi_mag_25
20230407,b_31,Loxocephallus,0.685432,bemovi_mag_25
20230407,b_31,Paramecium_bursaria,43.743024000000005,bemovi_mag_25
20230407,b_31,Paramecium_caudatum,235.53936,bemovi_mag_25
20230407,b_31,Stylonychia2,9.284488,bemovi_mag_25
20230410,b_02,Coleps_irchel,25.174048,bemovi_mag_25
20230410,b_02,Debris_and_other,11.963904,bemovi_mag_25
20230410,b_02,Loxocephallus,0.996992,bemovi_mag_25
20230410,b_02,Paramecium_bursaria,18.631288,bemovi_mag_25
20230410,b_02,Paramecium_caudatum,271.929568,bemovi_mag_25
20230410,b_02,Stylonychia2,25.298672,bemovi_mag_25
20230410,b_15,Coleps_irchel,23.616248000000002,bemovi_mag_25
20230410,b_15,Debris_and_other,14.394072,bemovi_mag_25
20230410,b_15,Paramecium_bursaria,28.102712,bemovi_mag_25
20230410,b_15,Paramecium_caudatum,476.312928,bemovi_mag_25
20230410,b_15,Stylonychia2,27.354968000000003,bemovi_mag_25
20230410,b_20,Coleps_irchel,18.818224,bemovi_mag_25
20230410,b_20,Debris_and_other,23.304688,bemovi_mag_25
20230410,b_20,Euplotes,0.93468,bemovi_mag_25
20230410,b_20,Paramecium_bursaria,60.25570400000001,bemovi_mag_25
20230410,b_20,Paramecium_caudatum,192.54408,bemovi_mag_25
20230410,b_20,Stylonychia2,26.794159999999998,bemovi_mag_25
20230410,b_31,Coleps_irchel,11.091536,bemovi_mag_25
20230410,b_31,Debris_and_other,4.2995280000000005,bemovi_mag_25
20230410,b_31,Paramecium_bursaria,44.054584000000006,bemovi_mag_25
20230410,b_31,Paramecium_caudatum,271.306448,bemovi_mag_25
20230410,b_31,Stylonychia2,17.821232000000002,bemovi_mag_25
20230412,b_02,Coleps_irchel,35.704776,bemovi_mag_25
20230412,b_02,Debris_and_other,18.818224,bemovi_mag_25
20230412,b_02,Loxocephallus,0.498496,bemovi_mag_25
20230412,b_02,Paramecium_bursaria,25.672544,bemovi_mag_25
20230412,b_02,Paramecium_caudatum,296.044312,bemovi_mag_25
20230412,b_02,Stylonychia2,20.687584,bemovi_mag_25
20230412,b_15,Coleps_irchel,32.776112000000005,bemovi_mag_25
20230412,b_15,Debris_and_other,9.96992,bemovi_mag_25
20230412,b_15,Euplotes,0.996992,bemovi_mag_25
20230412,b_15,Loxocephallus,0.373872,bemovi_mag_25
20230412,b_15,Paramecium_bursaria,20.064464,bemovi_mag_25
20230412,b_15,Paramecium_caudatum,279.46932,bemovi_mag_25
20230412,b_15,Stylonychia2,10.966912,bemovi_mag_25
20230412,b_20,Coleps_irchel,23.927808,bemovi_mag_25
20230412,b_20,Debris_and_other,17.011176,bemovi_mag_25
20230412,b_20,Euplotes,0.93468,bemovi_mag_25
20230412,b_20,Paramecium_bursaria,30.283631999999997,bemovi_mag_25
20230412,b_20,Paramecium_caudatum,243.45298400000001,bemovi_mag_25
20230412,b_20,Stylonychia2,28.788144,bemovi_mag_25
20230412,b_31,Coleps_irchel,11.776968,bemovi_mag_25
20230412,b_31,Debris_and_other,10.343792,bemovi_mag_25
20230412,b_31,Euplotes,0.498496,bemovi_mag_25
20230412,b_31,Paramecium_bursaria,40.689736,bemovi_mag_25
20230412,b_31,Paramecium_caudatum,254.98070400000003,bemovi_mag_25
20230412,b_31,Stylonychia2,18.07048,bemovi_mag_25
20230414,b_02,Coleps_irchel,24.737864000000002,bemovi_mag_25
20230414,b_02,Debris_and_other,9.159864,bemovi_mag_25
20230414,b_02,Loxocephallus,0.498496,bemovi_mag_25
20230414,b_02,Paramecium_bursaria,15.951872,bemovi_mag_25
20230414,b_02,Paramecium_caudatum,243.01680000000002,bemovi_mag_25
20230414,b_02,Stylonychia2,43.680712,bemovi_mag_25
20230414,b_15,Coleps_irchel,1.495488,bemovi_mag_25
20230414,b_15,Debris_and_other,14.082512,bemovi_mag_25
20230414,b_15,Paramecium_bursaria,33.64848,bemovi_mag_25
20230414,b_15,Paramecium_caudatum,232.610696,bemovi_mag_25
20230414,b_15,Stylonychia2,13.833264,bemovi_mag_25
20230414,b_20,Coleps_irchel,9.097552,bemovi_mag_25
20230414,b_20,Debris_and_other,2.80404,bemovi_mag_25
20230414,b_20,Euplotes,1.24624,bemovi_mag_25
20230414,b_20,Paramecium_bursaria,57.6386,bemovi_mag_25
20230414,b_20,Paramecium_caudatum,154.658384,bemovi_mag_25
20230414,b_20,Stylonychia2,23.803183999999998,bemovi_mag_25
20230414,b_31,Coleps_irchel,17.821232000000002,bemovi_mag_25
20230414,b_31,Debris_and_other,22.619256000000004,bemovi_mag_25
20230414,b_31,Paramecium_bursaria,40.066615999999996,bemovi_mag_25
20230414,b_31,Paramecium_caudatum,291.433224,bemovi_mag_25
20230414,b_31,Stylonychia2,13.957888000000002,bemovi_mag_25
20230417,b_02,Coleps_irchel,12.462399999999999,bemovi_mag_25
20230417,b_02,Debris_and_other,4.486464,bemovi_mag_25
20230417,b_02,Loxocephallus,0.498496,bemovi_mag_25
20230417,b_02,Paramecium_bursaria,17.385048,bemovi_mag_25
20230417,b_02,Paramecium_caudatum,117.52043199999999,bemovi_mag_25
20230417,b_02,Stylonychia2,22.74388,bemovi_mag_25
20230417,b_15,Coleps_irchel,19.441344,bemovi_mag_25
20230417,b_15,Cryptomonas,0.685432,bemovi_mag_25
20230417,b_15,Debris_and_other,5.670392,bemovi_mag_25
20230417,b_15,Euplotes,4.36184,bemovi_mag_25
20230417,b_15,Paramecium_bursaria,3.302536,bemovi_mag_25
20230417,b_15,Paramecium_caudatum,213.85478400000002,bemovi_mag_25
20230417,b_15,Stylonychia2,7.47744,bemovi_mag_25
20230417,b_20,Coleps_irchel,75.272896,bemovi_mag_25
20230417,b_20,Cryptomonas,7.228192,bemovi_mag_25
20230417,b_20,Debris_and_other,792.7955760000001,bemovi_mag_25
20230417,b_20,Paramecium_bursaria,48.478736,bemovi_mag_25
20230417,b_20,Paramecium_caudatum,176.21833600000002,bemovi_mag_25
20230417,b_20,Stylonychia2,62.249688000000006,bemovi_mag_25
20230417,b_31,Coleps_irchel,29.348952,bemovi_mag_25
20230417,b_31,Debris_and_other,5.421144,bemovi_mag_25
20230417,b_31,Euplotes,0.747744,bemovi_mag_25
20230417,b_31,Paramecium_bursaria,17.322736,bemovi_mag_25
20230417,b_31,Paramecium_caudatum,205.31804,bemovi_mag_25
20230417,b_31,Stylonychia2,6.480448,bemovi_mag_25
